Title,Subject Description,SubjectID,Subject,Course Number,Section,CRN,InstructorID,Instructor,MeetingDays,Campus,Instructional Methods
SS: Intro to MeditationStudio/Recitation,Dance,23,DANC,198,2,44663,82,Bernard Brown,F,Westchester,Classroom Based Course
SS: Open Contemporary IIStudio/Recitation,Dance,23,DANC,198,3,47813,731,Veronica Caudillo,MW,Westchester,Classroom Based Course
Modern/Contemporary Dance IIStudio/Recitation,Dance,23,DANC,202,1,40128,,,TT,Westchester,Classroom Based Course
Fundamentals Ballet TechniqueLecture,Dance,23,DANC,222,1,43372,225,Eric Stretch,MW,Westchester,Classroom Based Course
Jazz Dance IIStudio/Recitation,Dance,23,DANC,242,1,47805,491,Mavis Rode,MW,Westchester,Classroom Based Course
Musical Theatre Dance IStudio/Recitation,Dance,23,DANC,248,1,41021,163,Darrian OReilly,M,Westchester,Classroom Based Course
Pilates for First YearStudio/Recitation,Dance,23,DANC,253,1,46831,403,Kristen Smiarowski,F,Westchester,Classroom Based Course
Laban Movement AnalysisStudio/Recitation,Dance,23,DANC,260,1,40311,403,Kristen Smiarowski,MW,Westchester,Classroom Based Course
"I Am, Therefore I DanceLecture",Dance,23,DANC,282,1,41926,739,Wesley Chew,TT,Westchester,Classroom Based Course
"I Am, Therefore I DanceLecture",Dance,23,DANC,282,2,42015,688,Taryn Vander Hoop,TT,Westchester,Classroom Based Course
SS: Lighting Design IStudio/Recitation,Dance,23,DANC,298,1,45257,285,James Gregg,TT,Westchester,Classroom Based Course
Modern/Contemporary Dance IIIStudio/Recitation,Dance,23,DANC,302,1,40130,285,James Gregg,TT,Westchester,Classroom Based Course
Ballet IIIStudio/Recitation,Dance,23,DANC,320,1,45258,731,Veronica Caudillo,TT,Westchester,Classroom Based Course
Inter/Adv BalletStudio/Recitation,Dance,23,DANC,323,1,41874,689,Tashara Gavin-Moorehead,TT,Westchester,Classroom Based Course
Inter/Adv BalletStudio/Recitation,Dance,23,DANC,323,2,40836,672,Steve Zee,TT,Westchester,Classroom Based Course
Jazz Dance IIIStudio/Recitation,Dance,23,DANC,342,1,41025,418,Laura Smyth,MW,Westchester,Classroom Based Course
Tap Dance IIIStudio/Recitation,Dance,23,DANC,344,1,47815,640,Sarah Thomason,W,Westchester,Classroom Based Course
Jazz Dance IVStudio/Recitation,Dance,23,DANC,345,1,40300,640,Sarah Thomason,MW,Westchester,Classroom Based Course
Dance Conditioning:Pilates MatStudio/Recitation,Dance,23,DANC,353,1,46835,640,Sarah Thomason,TT,Westchester,Classroom Based Course
Dance Conditioning:Pilates MatStudio/Recitation,Dance,23,DANC,353,2,47806,,,TT,Westchester,Classroom Based Course
Dance Conditioning:Pilates LabStudio/Recitation,Dance,23,DANC,353,3,40317,283,James De Vries,NA,Westchester,Classroom Based Course
Dance ConditioningStudio/Recitation,Dance,23,DANC,353,4,48671,283,James De Vries,NA,Westchester,Classroom Based Course
Martial ArtsStudio/Recitation,Dance,23,DANC,371,1,46836,420,Lauren Caplan,MW,Westchester,Classroom Based Course
Martial ArtsStudio/Recitation,Dance,23,DANC,371,2,46837,420,Lauren Caplan,MW,Westchester,Classroom Based Course
Yoga IStudio/Recitation,Dance,23,DANC,374,1,40133,494,Mayuri Bhandari,MW,Westchester,Classroom Based Course
Yoga IStudio/Recitation,Dance,23,DANC,374,2,40134,494,Mayuri Bhandari,MW,Westchester,Classroom Based Course
Yoga IStudio/Recitation,Dance,23,DANC,374,3,40288,420,Lauren Caplan,TT,Westchester,Classroom Based Course
Yoga IStudio/Recitation,Dance,23,DANC,374,4,40289,420,Lauren Caplan,TT,Westchester,Classroom Based Course
Yoga IStudio/Recitation,Dance,23,DANC,374,5,40135,637,Sarah Mata-Gabor,MW,Westchester,Classroom Based Course
Yoga IStudio/Recitation,Dance,23,DANC,374,6,40136,637,Sarah Mata-Gabor,MW,Westchester,Classroom Based Course
Yoga IStudio/Recitation,Dance,23,DANC,374,7,40407,637,Sarah Mata-Gabor,TT,Westchester,Classroom Based Course
Yoga IStudio/Recitation,Dance,23,DANC,374,8,40408,637,Sarah Mata-Gabor,TT,Westchester,Classroom Based Course
Yoga IStudio/Recitation,Dance,23,DANC,374,9,41133,494,Mayuri Bhandari,TT,Westchester,Classroom Based Course
Yoga IStudio/Recitation,Dance,23,DANC,374,10,41134,,,TT,Westchester,Classroom Based Course
Yoga for DancersStudio/Recitation,Dance,23,DANC,376,1,48672,618,Rosalynde Loo,F,Westchester,Classroom Based Course
Dance ProductionPracticum,Dance,23,DANC,377,1,46838,1,Aaron Chavez,NA,Westchester,Other
Service ProjectLecture,Dance,23,DANC,378,1,40331,528,Monti Ellison,NA,Westchester,Other
Dance Tour GroupStudio/Recitation,Dance,23,DANC,379,1,48673,360,June Duarte,F,Westchester,Classroom Based Course
Introduction to MusicStudio/Recitation,Dance,23,DANC,380,1,45260,248,Geri Brown,TT,Westchester,Classroom Based Course
Djembe DrummingStudio/Recitation,Dance,23,DANC,382,1,46839,21,Alex Calle,T,Westchester,Classroom Based Course
Movement Arts ChildrenStudio/Recitation,Dance,23,DANC,385,1,40138,285,James Gregg,T,Westchester,Classroom Based Course
Careers in DanceLecture,Dance,23,DANC,388,1,40955,414,Laura Berg,Th,Westchester,Classroom Based Course
SS:Intro to Busnss in the ArtsStudio/Recitation,Dance,23,DANC,398,1,46843,418,Laura Smyth,T,Westchester,Classroom Based Course
Modern/Contemporary Dance IVStudio/Recitation,Dance,23,DANC,402,1,40139,319,Jermaine McGhee,TT,Westchester,Classroom Based Course
Modern/Contemporary Dance VStudio/Recitation,Dance,23,DANC,404,1,40332,418,Laura Smyth,TT,Westchester,Classroom Based Course
Ballet VStudio/Recitation,Dance,23,DANC,423,1,40380,323,Jill Nunes Jensen,MW,Westchester,Classroom Based Course
Jazz Dance VStudio/Recitation,Dance,23,DANC,445,1,47810,479,Mary Trunk,TT,Westchester,Classroom Based Course
Jazz Dance VIStudio/Recitation,Dance,23,DANC,446,1,40302,479,Mary Trunk,TT,Westchester,Classroom Based Course
Dance Theory CriticismStudio/Recitation,Dance,23,DANC,460,1,48674,566,Patrick Rago,TT,Westchester,Classroom Based Course
Mentorship Senior ThesisStudio/Recitation,Dance,23,DANC,462,1,40396,566,Patrick Rago,NA,Westchester,Other
R&P: Filming DanceStudio/Recitation,Dance,23,DANC,479,1,46846,,,W,Westchester,Classroom Based Course
R&P: Filming DanceStudio/Recitation,Dance,23,DANC,479,2,45262,,,W,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,3,46847,,,T,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,4,46848,,,T,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,5,41027,418,Laura Smyth,T,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,6,42299,418,Laura Smyth,T,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,7,41142,474,Marquisa Gardner,M,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,8,42300,474,Marquisa Gardner,M,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,9,41143,666,Stephanie Liapis,W,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,10,42301,666,Stephanie Liapis,W,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,11,41144,,,W,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,12,42302,,,W,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,13,46060,,,Th,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,14,46137,,,Th,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,15,46057,,,Th,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,16,46138,403,Kristen Smiarowski,Th,Westchester,Classroom Based Course
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,17,46055,618,Rosalynde Loo,NA,Westchester,Other
Rehearsal and PerformanceStudio/Recitation,Dance,23,DANC,479,18,46139,688,Taryn Vander Hoop,NA,Westchester,Other
Kinesiology for Dancers IStudio/Recitation,Dance,23,DANC,480,1,40898,107,Carlos Villegas,MWF,Online,Fully Online Course
Prin of Teaching DanceLecture,Dance,23,DANC,484,1,40333,107,Carlos Villegas,MW,Westchester,Classroom Based Course
Performance Techniques WrkshpStudio/Recitation,Dance,23,DANC,489,1,46850,,,NA,Westchester,Classroom Based Course
Performance Techniques WrkshpStudio/Recitation,Dance,23,DANC,489,2,46851,501,Meric Keskinel,NA,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,1,48302,501,Meric Keskinel,MW,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,2,41193,518,Michelle Miller,MW,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,3,48303,518,Michelle Miller,MW,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,4,43465,,,TT,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,5,41195,656,Shirin Mollah,TT,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,6,41196,235,Fan Liang,TT,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,7,43466,656,Shirin Mollah,TT,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,8,48286,683,Swarup Joshi,MW,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,9,41199,220,Emma Davis,TT,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,10,41200,220,Emma Davis,TT,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,11,41202,227,Eric Young,TT,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,12,41210,227,Eric Young,MW,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,13,41211,227,Eric Young,MW,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,14,41530,,,MW,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,16,43148,,,MWF,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,17,43663,518,Michelle Miller,MWF,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,18,45475,90,Brandon De Bruhl,MWF,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,19,48317,557,Nyema Guannu,MW,Westchester,Classroom Based Course
Introductory EconomicsLecture,Economics,24,ECON,1050,20,46051,441,Luoyi Xiao,TT,Westchester,Classroom Based Course
Linked Learning CommunityLecture,Economics,24,ECON,1900,1,47512,441,Luoyi Xiao,W,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,1,42155,557,Nyema Guannu,TT,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,2,41234,557,Nyema Guannu,TT,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,3,41235,399,Kittiyaratch Thanakornmonkkonchai,TT,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,4,41237,399,Kittiyaratch Thanakornmonkkonchai,TT,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,5,41238,399,Kittiyaratch Thanakornmonkkonchai,TT,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,6,43467,57,Anna Terzyan,TT,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,7,41529,57,Anna Terzyan,TT,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,8,42156,57,Anna Terzyan,TT,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,9,41959,247,George Sarraf,TT,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,10,41236,247,George Sarraf,MW,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,11,44679,247,George Sarraf,MW,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,12,44741,325,Jin Xu,MW,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,13,45477,325,Jin Xu,MW,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,14,46965,656,Shirin Mollah,MW,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,15,48254,255,Graham Beattie,MW,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,16,48287,106,Carla Moreno,MWF,Westchester,Classroom Based Course
Introductory StatisticsLecture,Economics,24,ECON,2300,17,48345,106,Carla Moreno,MWF,Westchester,Classroom Based Course
Intermediate MicroeconomicsLecture,Economics,24,ECON,3100,1,41214,235,Fan Liang,TT,Westchester,Classroom Based Course
Intermediate MicroeconomicsLecture,Economics,24,ECON,3100,2,41216,575,Prachi Jain,TT,Westchester,Classroom Based Course
Intermediate MacroeconomicsLecture,Economics,24,ECON,3200,1,41217,575,Prachi Jain,TT,Westchester,Classroom Based Course
Intermediate MacroeconomicsLecture,Economics,24,ECON,3200,2,45479,683,Swarup Joshi,TT,Westchester,Classroom Based Course
Money and BankingLecture,Economics,24,ECON,3220,1,48763,57,Anna Terzyan,TT,Westchester,Classroom Based Course
EconometricsLecture,Economics,24,ECON,3300,1,41219,227,Eric Young,MW,Westchester,Classroom Based Course
EconometricsLecture,Economics,24,ECON,3300,2,41731,557,Nyema Guannu,MW,Westchester,Classroom Based Course
Urban EconomicsLecture,Economics,24,ECON,3560,1,48764,198,Dorothea Herreiner,MW,Westchester,Classroom Based Course
Managerial EconomicsLecture,Economics,24,ECON,3620,1,48996,273,Inas Kelly,MW,Westchester,Classroom Based Course
Personal FinanceLecture,Economics,24,ECON,3660,1,44376,518,Michelle Miller,MWF,Westchester,Classroom Based Course
International TradeLecture,Economics,24,ECON,3700,1,41899,,,TT,Westchester,Classroom Based Course
Internships in EconomicsLecture,Economics,24,ECON,3850,1,44642,,,NA,Westchester,Other
Research Exp in EconomicsLecture,Economics,24,ECON,3950,1,47514,255,Graham Beattie,NA,Westchester,Other
Lnkd Lrning Comm TRN StudnLecture,Economics,24,ECON,3990,1,49200,400,Konstantin Platonov,W,Westchester,Classroom Based Course
SS: International TradeLecture,Economics,24,ECON,3998,SA1,48105,198,Dorothea Herreiner,NA,"London, England",Classroom Based Course
SS:Economic Integrtn of the EULecture,Economics,24,ECON,3998,SA2,49153,90,Brandon De Bruhl,NA,"London, England",Classroom Based Course
Environmental EconomicsLecture,Economics,24,ECON,4160,1,47030,273,Inas Kelly,TT,Westchester,Classroom Based Course
Advanced MacroeconomicsLecture,Economics,24,ECON,4200,1,48158,198,Dorothea Herreiner,TT,Westchester,Classroom Based Course
Market DesignLecture,Economics,24,ECON,4480,1,48765,516,Michelle Kiser,TT,Westchester,Classroom Based Course
Political EconomyLecture,Economics,24,ECON,4520,1,48766,734,Victor Seca Diaz,TT,Westchester,Classroom Based Course
Senior AssessmentLecture,Economics,24,ECON,4900,1,45978,,,NA,Online,Fully Online Course
Mathematics for EconomicsLecture,Economics,24,ECON,5300,1,41223,311,Jennifer Leal,TT,Westchester,Classroom Based Course
Individual Leadership SeminarSeminar,Educational Leadership,26,EDLA,489,1,45580,,,M,Westchester,Classroom Based Course
Individual Leadership SeminarSeminar,Educational Leadership,26,EDLA,489,2,45581,151,Csilla Samay,M,Westchester,Classroom Based Course
Individual Leadership SeminarSeminar,Educational Leadership,26,EDLA,489,3,45582,675,Steven Nygaard,T,Westchester,Classroom Based Course
Individual Leadership SeminarSeminar,Educational Leadership,26,EDLA,489,4,45583,,,T,Westchester,Classroom Based Course
Individual Leadership SeminarSeminar,Educational Leadership,26,EDLA,489,5,45584,42,Andrea Niemi,T,Westchester,Classroom Based Course
Individual Leadership SeminarSeminar,Educational Leadership,26,EDLA,489,6,47119,366,Kandis Jernigan,Th,Westchester,Classroom Based Course
Individual Leadership SeminarSeminar,Educational Leadership,26,EDLA,489,7,47120,276,Isabel Villalobos-Galeana,W,Westchester,Classroom Based Course
Individual Leadership SeminarSeminar,Educational Leadership,26,EDLA,489,8,45587,281,Jamal Epperson,W,Westchester,Classroom Based Course
Individual Leadership SeminarSeminar,Educational Leadership,26,EDLA,489,9,48462,565,Patrick Furlong,W,Westchester,Classroom Based Course
Individual Leadership SeminarSeminar,Educational Leadership,26,EDLA,489,10,49000,624,Sabrina Merritt,M,Westchester,Classroom Based Course
Individual Leadership SeminarSeminar,Educational Leadership,26,EDLA,489,11,49001,331,John Orozco,Th,Westchester,Classroom Based Course
Group Leadership SeminarLecture,Educational Leadership,26,EDLA,490,1,47121,,,M,Westchester,Classroom Based Course
Group Leadership SeminarLecture,Educational Leadership,26,EDLA,490,2,45589,,,M,Westchester,Classroom Based Course
Group Leadership SeminarLecture,Educational Leadership,26,EDLA,490,3,45590,359,Julia Wade,T,Westchester,Classroom Based Course
Group Leadership SeminarLecture,Educational Leadership,26,EDLA,490,4,45591,124,Chelsea Brown,W,Westchester,Classroom Based Course
Community Leadership SeminarLecture,Educational Leadership,26,EDLA,491,1,45593,,,M,Westchester,Classroom Based Course
Community Leadership SeminarLecture,Educational Leadership,26,EDLA,491,2,45595,449,Manuel Ponce,T,Westchester,Classroom Based Course
Community Leadership SeminarLecture,Educational Leadership,26,EDLA,491,3,49002,449,Manuel Ponce,W,Westchester,Classroom Based Course
Community Leadership SeminarLecture,Educational Leadership,26,EDLA,491,4,49003,421,Lauren Casella,T,Westchester,Classroom Based Course
Assessment & Rsrch MethodLecture,Educational Leadership,26,EDLA,6105,1,41951,,,NA,Online,Fully Online Course
